current_mean,current_std,current_slope,voltage_mean,voltage_std,voltage_slope,temp_mean,temp_std,temp_slope,occupancy_fraction,label,label_name
0.3611048221946787,0.17816048405416965,0.00046984891979741323,224.98754855195827,8.911438232489294,-0.010197124139541004,30.019941441018805,0.5301440392878489,0.0005904881093048808,0.5333333333333333,5,INTERMITTENT_CONNECTION
0.35112202081943555,0.030348746302326406,-1.635177888974794e-05,188.8025374177157,2.900665868547751,0.0032335258691952935,30.001080890798967,0.48958895385001905,0.0005736824926608158,0.5466666666666666,4,SUPPLY_VOLTAGE_FAULT
0.4756245559212837,0.08305941343220562,0.0017820855268668994,225.1032289150595,1.9684522846632593,0.00015666212431207608,34.409807736646435,2.700340054943253,0.06060008838755226,0.5333333333333333,2,BEARING_WEAR
0.34721022741855706,0.0310083875797411,0.00011593775397250651,266.7027525898815,2.927411922147467,-0.005906373664778904,30.01037705739805,0.5028180677884395,-0.0010093435195718955,0.54,4,SUPPLY_VOLTAGE_FAULT
0.3448504512160904,0.1786290153154983,0.0002608829876820927,225.09447359783627,8.425624154885744,0.001883878152634837,30.06338931610677,0.5098659577571417,-0.0024885871189071606,0.5533333333333333,5,INTERMITTENT_CONNECTION
0.35084961979251117,0.03115370654226756,1.8160070928562515e-05,225.2721910064471,2.132286956916614,-0.000239292913051305,29.972702600586185,0.5408951075682549,0.0011267819067164223,0.64,0,NORMAL
1.1288507989205403,0.16043835794607306,0.0031734079801714853,224.04356938596146,2.7738454059953295,0.0004149299727441306,40.022630234564055,4.164053950118454,0.09317806823712271,0.66,3,OVERLOAD_BLOCKAGE
0.349651684852002,0.029906123398639874,-4.028210932711672e-05,195.00672014000773,3.3137209401072427,0.0006580878996574063,30.023342739820496,0.49237158692091393,3.314207579011193e-05,0.46,4,SUPPLY_VOLTAGE_FAULT
1.258316226018927,0.22105240778833707,0.004721372685333531,224.10689823568785,2.4008498643833276,-0.004859771733806397,40.54287800972806,4.485635579566679,0.10121205457427138,0.6133333333333333,3,OVERLOAD_BLOCKAGE
0.45430440371977,0.06655812750614545,0.0013863945634228385,224.88063060027432,1.9258104693849414,-0.001359609245331031,34.561660021692475,2.640616864327719,0.05943758555374681,0.62,2,BEARING_WEAR
0.3491713963020275,0.02968941654505077,3.127769398964301e-05,175.68612376535964,3.0922293383981336,-0.00844920404553615,30.000207272794082,0.5193956822822982,8.384709928697399e-05,0.48,4,SUPPLY_VOLTAGE_FAULT
0.34709666888290563,0.02809468894446825,-5.60564938614219e-05,225.36709011047733,2.1738293719940747,-0.002324999049654219,30.021244129531905,0.48348347064244235,0.0014586429138593881,0.62,0,NORMAL
0.5140037371306937,0.10063085367097381,0.002189625892232067,224.80716343336488,1.937564734002885,0.003983615140882338,34.35609750686593,2.612512532567697,0.05860081139680427,0.5533333333333333,2,BEARING_WEAR
